survey_id,registration_id,satisfaction_score,usefulness_score,instructor_score,recommendation_score,overall_score,NPS_bucket,survey_comments,survey_submission_date
746,994,4,4,4,4,4,Passive,"I didn't expect this, but, the web dev sprint during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps; I might recommend it depending on the topic.",6/18/22 7:08
747,995,4,4,4,5,4.25,Promoter,"I left with actionable next steps, the Arduino demo during Robotics Lab Saturday really clicked for me; It was useful overall. I met people who want to collaborate on projects, the coding challenges during Robotics Lab Saturday really clicked for me; It was useful overall. If I'm being honest, the Python lab during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school; I might recommend it depending on the topic. — especially for beginners! The data activity during Robotics Lab Saturday really clicked for me, I left with actionable next steps; I might recommend it depending on the topic.",3/27/22 17:01
748,996,4,5,5,4,4.5,Passive,"The mentors were down-to-earth and answered real questions, the coding challenges during Data Science Study Group really clicked for me; This was absolutely worth the time! The pacing made complex ideas feel doable, the Arduino demo during Data Science Study Group really clicked for me.",9/17/25 23:27
749,997,5,4,4,3,4,Detractor,"The sketch warmups during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects — next time I'd bring a friend. The mixed-media project during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects — next time I'd bring a friend.",10/31/25 17:02
750,998,4,4,5,4,4.25,Passive,"From my perspective, the organizers ran things smoothly even with a big crowd, the Python lab during Robotics Lab Saturday really clicked for me; I'm curious to see how the next session improves. Overall, the hands-on segment tied everything together, the data activity during Robotics Lab Saturday really clicked for me. The pacing made complex ideas feel doable, the Arduino demo during Robotics Lab Saturday really clicked for me; I'd attend again with a clearer agenda!",4/7/24 0:15
751,999,5,4,5,4,4.5,Passive,"If I'm being honest, the web dev sprint during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd; I left energized to keep learning. To be fair, the coding challenges during Web Dev Bootcamp Night really clicked for me, I met people who want to collaborate on projects; This pushed me to apply for a related program.",12/24/21 22:11
752,1000,4,5,4,5,4.5,Promoter,"To be fair, the web dev sprint during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable. The web dev sprint during Robotics Lab Saturday really clicked for me, it boosted my confidence more than I expected.",1/12/25 22:06
753,1001,4,5,4,5,4.5,Promoter,"Honestly, the hands-on segment tied everything together, the data activity during Web Dev Bootcamp Night really clicked for me! The web dev sprint during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps — which surprised me in a good way. I didn't expect this, but, it boosted my confidence more than I expected, the data activity during Web Dev Bootcamp Night really clicked for me; I left energized to keep learning. — next time I'd bring a friend.",5/23/25 20:16
754,1002,4,4,4,4,4,Passive,"Honestly, the mentor roundtable during Leadership Circle Meetup really clicked for me, I met people who want to collaborate on projects! The resume clinic during Leadership Circle Meetup really clicked for me, the mentors were down-to-earth and answered real questions — especially for beginners. To be fair, the panel Q&A during Leadership Circle Meetup really clicked for me, it boosted my confidence more than I expected; I'd attend again with a clearer agenda. (snacks were a plus).",1/16/25 19:09
755,1008,4,4,4,5,4.25,Promoter,"In my opinion, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects; I might recommend it depending on the topic. In my opinion, the resume clinic during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd. There were concrete examples I can reuse at school, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; It was useful overall.",9/19/23 15:19
756,1009,5,5,5,4,4.75,Passive,"The pacing made complex ideas feel doable, the web dev sprint during Data Science Study Group really clicked for me; This pushed me to apply for a related program. (wish there had been more time). I left with actionable next steps, the web dev sprint during Data Science Study Group really clicked for me; I left energized to keep learning.",6/27/24 19:18
757,1010,4,4,4,4,4,Passive,"There were concrete examples I can reuse at school, the Arduino demo during Data Science Study Group really clicked for me; I'm curious to see how the next session improves! The Arduino demo during Data Science Study Group really clicked for me, the pacing made complex ideas feel doable; It was useful overall.",9/15/22 23:13
758,1011,5,5,5,5,5,Promoter,"The organizers ran things smoothly even with a big crowd, the Arduino demo during Web Dev Bootcamp Night really clicked for me (snacks were a plus). At first, there were concrete examples I can reuse at school, the coding challenges during Web Dev Bootcamp Night really clicked for me; I left energized to keep learning.",12/21/24 2:00
759,1012,4,5,5,3,4.25,Detractor,"Overall, the mentors were down-to-earth and answered real questions, the networking breakouts during Girls in STEAM Mentoring really clicked for me; It was useful overall. Overall, the resume clinic during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions; I'd attend again with a clearer agenda. The hands-on segment tied everything together, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me.",9/29/22 3:09
760,1013,4,5,5,5,4.75,Promoter,"The resume clinic during Mentor Office Hours really clicked for me, I left with actionable next steps. The resume clinic during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable; I'd come again and bring a classmate next time. — which surprised me in a good way. In my opinion, the resume clinic during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; I'd definitely recommend this to a friend.",5/12/25 1:23
761,1014,4,4,4,5,4.25,Promoter,"The goal-setting exercise during Mentor Office Hours really clicked for me, the hands-on segment tied everything together; It was useful overall! The pacing made complex ideas feel doable, the resume clinic during Mentor Office Hours really clicked for me.",10/20/25 13:07
762,1015,4,5,5,5,4.75,Promoter,"At first, it boosted my confidence more than I expected, the breakout workshops during Ella Rises Annual Leadership Conference really clicked for me; This pushed me to apply for a related program! To be fair, the keynote talk during Ella Rises Annual Leadership Conference really clicked for me, I left with actionable next steps!",6/16/22 14:29
763,1018,4,5,5,5,4.75,Promoter,"In my opinion, the mentors were down-to-earth and answered real questions, the panel Q&A during Girls in STEAM Mentoring really clicked for me. Overall, there were concrete examples I can reuse at school, the resume clinic during Girls in STEAM Mentoring really clicked for me.",5/18/22 7:12
764,1019,4,5,4,5,4.5,Promoter,"The data activity during Robotics Lab Saturday really clicked for me, the organizers ran things smoothly even with a big crowd; This pushed me to apply for a related program! I met people who want to collaborate on projects, the data activity during Robotics Lab Saturday really clicked for me. From my perspective, the organizers ran things smoothly even with a big crowd, the data activity during Robotics Lab Saturday really clicked for me. Surprisingly, the data activity during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school.",11/1/25 12:06
765,1021,4,5,4,5,4.5,Promoter,"It boosted my confidence more than I expected, the coding challenges during Robotics Lab Saturday really clicked for me. Surprisingly, the pacing made complex ideas feel doable, the robot build during Robotics Lab Saturday really clicked for me; I'd definitely recommend this to a friend! The robot build during Robotics Lab Saturday really clicked for me, I met people who want to collaborate on projects; This pushed me to apply for a related program. (wish there had been more time)!",10/2/23 5:05
766,1022,4,4,4,4,4,Passive,"In my opinion, there were concrete examples I can reuse at school, the coding challenges during Robotics Lab Saturday really clicked for me; I'm curious to see how the next session improves. In my opinion, I met people who want to collaborate on projects, the robot build during Robotics Lab Saturday really clicked for me.",11/27/22 12:05
767,1023,5,5,2,5,4.25,Promoter,"Honestly, there were concrete examples I can reuse at school, the resume clinic during Leadership Circle Meetup really clicked for me; It was useful overall. — next time I'd bring a friend. The hands-on segment tied everything together, the panel Q&A during Leadership Circle Meetup really clicked for me; I'm curious to see how the next session improves.",7/17/23 1:24
768,1024,4,5,5,4,4.5,Passive,"To be fair, the mentors were down-to-earth and answered real questions, the mentor roundtable during Mentor Office Hours really clicked for me! The resume clinic during Mentor Office Hours really clicked for me, the hands-on segment tied everything together; I'd definitely recommend this to a friend. The mentors were down-to-earth and answered real questions, the resume clinic during Mentor Office Hours really clicked for me; I left energized to keep learning!",3/3/24 19:12
769,1025,4,5,5,4,4.5,Passive,"Honestly, the networking breakouts during Leadership Circle Meetup really clicked for me, it boosted my confidence more than I expected; This pushed me to apply for a related program. (snacks were a plus).",7/17/22 2:13
770,1028,4,4,4,4,4,Passive,"The pacing made complex ideas feel doable, the gallery walk during Intro to Painting Class really clicked for me — especially for beginners. Honestly, the gallery walk during Intro to Painting Class really clicked for me, the hands-on segment tied everything together.",11/1/25 4:19
771,1029,4,5,3,5,4.25,Promoter,"The mentors were down-to-earth and answered real questions, the networking breakouts during Mentor Office Hours really clicked for me; I'm curious to see how the next session improves. The pacing made complex ideas feel doable, the goal-setting exercise during Mentor Office Hours really clicked for me; It was useful overall!",1/9/23 2:10
772,1030,5,4,4,5,4.5,Promoter,"I left with actionable next steps, the mixed-media project during Monthly Art Studio Workshop really clicked for me; I'd definitely recommend this to a friend. (wish there had been more time). There were concrete examples I can reuse at school, the sketch warmups during Monthly Art Studio Workshop really clicked for me; I left energized to keep learning. The organizers ran things smoothly even with a big crowd, the color theory lesson during Monthly Art Studio Workshop really clicked for me; This was absolutely worth the time.",9/16/22 18:11
773,1032,4,5,5,5,4.75,Promoter,"The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions. Honestly, the networking breakouts during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together; I'd definitely recommend this to a friend. — which surprised me in a good way. The networking breakouts during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school — especially for beginners!",11/17/21 14:28
774,1033,5,4,4,4,4.25,Passive,"The resume clinic during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable. The panel Q&A during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; I might recommend it depending on the topic. — which surprised me in a good way.",3/21/22 13:20
775,1034,5,4,5,5,4.75,Promoter,"The data activity during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd; I'd come again and bring a classmate next time! The coding challenges during Web Dev Bootcamp Night really clicked for me, it boosted my confidence more than I expected; I'd definitely recommend this to a friend. The coding challenges during Web Dev Bootcamp Night really clicked for me, the pacing made complex ideas feel doable; This was absolutely worth the time.",12/31/22 22:20
776,1035,4,4,5,5,4.5,Promoter,"By the end, there were concrete examples I can reuse at school, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I'd definitely recommend this to a friend. The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together; This was absolutely worth the time!",11/14/24 8:16
777,1036,5,5,5,5,5,Promoter,"Overall, the organizers ran things smoothly even with a big crowd, the goal-setting exercise during Leadership Circle Meetup really clicked for me; This pushed me to apply for a related program. Surprisingly, the panel Q&A during Leadership Circle Meetup really clicked for me, there were concrete examples I can reuse at school!",4/17/25 4:17
778,1037,4,4,5,5,4.5,Promoter,"The organizers ran things smoothly even with a big crowd, the mentor roundtable during Leadership Circle Meetup really clicked for me. It boosted my confidence more than I expected, the resume clinic during Leadership Circle Meetup really clicked for me; I'd come again and bring a classmate next time. (snacks were a plus).",2/16/24 10:07
779,1038,5,5,4,4,4.5,Passive,"The hands-on segment tied everything together, the gallery walk during Intro to Painting Class really clicked for me; This was absolutely worth the time. — which surprised me in a good way! I met people who want to collaborate on projects, the sketch warmups during Intro to Painting Class really clicked for me.",8/25/23 12:12
780,1039,4,5,3,5,4.25,Promoter,"The resume clinic during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions — which surprised me in a good way. From my perspective, the pacing made complex ideas feel doable, the mentor roundtable during Girls in STEAM Mentoring really clicked for me. In my opinion, the organizers ran things smoothly even with a big crowd, the mentor roundtable during Girls in STEAM Mentoring really clicked for me.",7/19/23 16:24
781,1040,5,4,5,4,4.5,Passive,"At first, there were concrete examples I can reuse at school, the robot build during Data Science Study Group really clicked for me. The organizers ran things smoothly even with a big crowd, the Python lab during Data Science Study Group really clicked for me; I'd definitely recommend this to a friend.",8/4/22 6:09
782,1041,4,3,5,4,4,Passive,"The networking breakouts during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions; It was useful overall. — which surprised me in a good way! In my opinion, the networking breakouts during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school.",8/7/24 6:29
783,1043,3,5,4,5,4.25,Promoter,"In my opinion, the gallery walk during Intro to Painting Class really clicked for me, the organizers ran things smoothly even with a big crowd; It was useful overall! The mixed-media project during Intro to Painting Class really clicked for me, the organizers ran things smoothly even with a big crowd; I might recommend it depending on the topic. (wish there had been more time).",12/30/22 19:05
784,1044,5,4,5,5,4.75,Promoter,"Surprisingly, the mentors were down-to-earth and answered real questions, the data activity during Robotics Lab Saturday really clicked for me; I left energized to keep learning. There were concrete examples I can reuse at school, the robot build during Robotics Lab Saturday really clicked for me; I left energized to keep learning.",12/19/21 11:09
785,1045,4,4,5,5,4.5,Promoter,"From my perspective, the Python lab during Data Science Study Group really clicked for me, it boosted my confidence more than I expected; I left energized to keep learning. I met people who want to collaborate on projects, the data activity during Data Science Study Group really clicked for me; This was absolutely worth the time. The robot build during Data Science Study Group really clicked for me, there were concrete examples I can reuse at school.",7/10/25 17:17
786,1046,3,4,5,5,4.25,Promoter,"It boosted my confidence more than I expected, the mentor roundtable during Mentor Office Hours really clicked for me; It was useful overall. The networking breakouts during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions. If I'm being honest, the mentor roundtable during Mentor Office Hours really clicked for me, the hands-on segment tied everything together.",12/26/21 16:10
787,1047,4,3,5,4,4,Passive,"The sketch warmups during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school; I'd attend again with a clearer agenda. There were concrete examples I can reuse at school, the gallery walk during Intro to Painting Class really clicked for me; I'd attend again with a clearer agenda. — which surprised me in a good way. The sketch warmups during Intro to Painting Class really clicked for me, I left with actionable next steps — which surprised me in a good way.",12/29/23 8:14
788,1049,4,3,4,5,4,Promoter,"At first, the mentors were down-to-earth and answered real questions, the robot build during Data Science Study Group really clicked for me. At first, the Arduino demo during Data Science Study Group really clicked for me, it boosted my confidence more than I expected — next time I'd bring a friend. In my opinion, the pacing made complex ideas feel doable, the web dev sprint during Data Science Study Group really clicked for me (snacks were a plus).",3/23/23 3:29
789,1051,4,4,5,5,4.5,Promoter,"It boosted my confidence more than I expected, the data activity during Data Science Study Group really clicked for me! The robot build during Data Science Study Group really clicked for me, the hands-on segment tied everything together; I'd come again and bring a classmate next time.",2/29/24 4:20
790,1053,4,5,5,5,4.75,Promoter,"It boosted my confidence more than I expected, the web dev sprint during Web Dev Bootcamp Night really clicked for me.",7/2/23 1:06
791,1056,4,2,4,5,3.75,Promoter,"I knew parts of it already, but I still learned something, and the web dev sprint was helpful during Data Science Study Group! At first, some sections moved quickly but were still useful, and the robot build was helpful during Data Science Study Group. I'd attend again with a clearer agenda. — which surprised me in a good way.",2/13/25 7:19
792,1057,4,4,4,3,3.75,Detractor,"I knew parts of it already, but I still learned something, and the Python lab was helpful during Robotics Lab Saturday — which surprised me in a good way!",7/17/22 2:16
793,1058,4,4,5,4,4.25,Passive,"Overall, I left with actionable next steps, the robot build during Robotics Lab Saturday really clicked for me; I'd attend again with a clearer agenda. The web dev sprint during Robotics Lab Saturday really clicked for me, it boosted my confidence more than I expected; I might recommend it depending on the topic. — especially for beginners. The web dev sprint during Robotics Lab Saturday really clicked for me, I met people who want to collaborate on projects; I might recommend it depending on the topic.",5/21/23 9:19
794,1060,4,4,5,5,4.5,Promoter,"The data activity during Monthly Coding Club really clicked for me, the organizers ran things smoothly even with a big crowd; I left energized to keep learning. The Arduino demo during Monthly Coding Club really clicked for me, I left with actionable next steps; I'd come again and bring a classmate next time. — next time I'd bring a friend! I didn't expect this, but, the coding challenges during Monthly Coding Club really clicked for me, it boosted my confidence more than I expected.",3/15/22 23:00
795,1061,4,4,5,3,4,Detractor,"The Arduino demo during Robotics Lab Saturday really clicked for me, the organizers ran things smoothly even with a big crowd. I met people who want to collaborate on projects, the coding challenges during Robotics Lab Saturday really clicked for me. The coding challenges during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school; I'm curious to see how the next session improves.",10/19/25 20:19
796,1062,4,5,4,4,4.25,Passive,"The mentor roundtable during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects. The networking breakouts during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd; I might recommend it depending on the topic. — especially for beginners. There were concrete examples I can reuse at school, the resume clinic during Mentor Office Hours really clicked for me; I'm curious to see how the next session improves.",9/18/23 4:05
797,1063,5,4,3,5,4.25,Promoter,"Surprisingly, it boosted my confidence more than I expected, the gallery walk during Intro to Painting Class really clicked for me. There were concrete examples I can reuse at school, the sketch warmups during Intro to Painting Class really clicked for me. The sketch warmups during Intro to Painting Class really clicked for me, the mentors were down-to-earth and answered real questions!",10/22/22 1:20
798,1064,4,5,4,5,4.5,Promoter,"The panel Q&A during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together; I'd come again and bring a classmate next time! There were concrete examples I can reuse at school, the panel Q&A during Girls in STEAM Mentoring really clicked for me; I'd come again and bring a classmate next time. The pacing made complex ideas feel doable, the panel Q&A during Girls in STEAM Mentoring really clicked for me; I'd definitely recommend this to a friend. — which surprised me in a good way!",3/6/25 5:21
799,1066,4,4,4,4,4,Passive,"There were concrete examples I can reuse at school, the mentor roundtable during Leadership Circle Meetup really clicked for me; I'd attend again with a clearer agenda. If I'm being honest, the organizers ran things smoothly even with a big crowd, the mentor roundtable during Leadership Circle Meetup really clicked for me. The mentors were down-to-earth and answered real questions, the goal-setting exercise during Leadership Circle Meetup really clicked for me; I'd attend again with a clearer agenda. (snacks were a plus).",9/17/24 2:23
800,1067,4,5,5,5,4.75,Promoter,"Overall, the hands-on segment tied everything together, the resume clinic during Mentor Office Hours really clicked for me (wish there had been more time). If I'm being honest, there were concrete examples I can reuse at school, the networking breakouts during Mentor Office Hours really clicked for me (snacks were a plus). If I'm being honest, the pacing made complex ideas feel doable, the resume clinic during Mentor Office Hours really clicked for me; I left energized to keep learning.",5/21/24 7:28
801,1068,5,5,5,5,5,Promoter,"The mentors were down-to-earth and answered real questions, the Arduino demo during Data Science Study Group really clicked for me — next time I'd bring a friend. From my perspective, the robot build during Data Science Study Group really clicked for me, the mentors were down-to-earth and answered real questions; I left energized to keep learning. — especially for beginners.",2/2/22 23:20
802,1069,5,5,4,5,4.75,Promoter,"In my opinion, the mentor roundtable during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects! The goal-setting exercise during Mentor Office Hours really clicked for me, there were concrete examples I can reuse at school. From my perspective, the networking breakouts during Mentor Office Hours really clicked for me, I left with actionable next steps; I'd come again and bring a classmate next time.",8/20/24 8:17
803,1070,5,5,4,5,4.75,Promoter,"I met people who want to collaborate on projects, the data activity during Monthly Coding Club really clicked for me; I left energized to keep learning. — which surprised me in a good way. If I'm being honest, I met people who want to collaborate on projects, the Arduino demo during Monthly Coding Club really clicked for me; This pushed me to apply for a related program. — which surprised me in a good way! The mentors were down-to-earth and answered real questions, the Python lab during Monthly Coding Club really clicked for me; I'd come again and bring a classmate next time.",12/16/24 0:27
804,1073,4,4,4,4,4,Passive,"The pacing made complex ideas feel doable, the gallery walk during Intro to Painting Class really clicked for me — next time I'd bring a friend.",6/29/24 0:23
805,1074,5,5,5,5,5,Promoter,"The Arduino demo during Monthly Coding Club really clicked for me, the mentors were down-to-earth and answered real questions; I'd definitely recommend this to a friend. By the end, the pacing made complex ideas feel doable, the data activity during Monthly Coding Club really clicked for me; I'd come again and bring a classmate next time! To be fair, the Python lab during Monthly Coding Club really clicked for me, the organizers ran things smoothly even with a big crowd; I'd definitely recommend this to a friend.",2/15/22 18:07
806,1075,4,5,5,5,4.75,Promoter,"If I'm being honest, the organizers ran things smoothly even with a big crowd, the Arduino demo during Data Science Study Group really clicked for me. At first, the data activity during Data Science Study Group really clicked for me, the pacing made complex ideas feel doable — next time I'd bring a friend. From my perspective, I met people who want to collaborate on projects, the web dev sprint during Data Science Study Group really clicked for me (snacks were a plus).",12/22/23 3:15
807,1076,5,5,5,4,4.75,Passive,"I met people who want to collaborate on projects, the mentor roundtable during Girls in STEAM Mentoring really clicked for me. Surprisingly, there were concrete examples I can reuse at school, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; This pushed me to apply for a related program. The pacing made complex ideas feel doable, the networking breakouts during Girls in STEAM Mentoring really clicked for me.",6/28/23 0:29
808,1078,5,5,4,5,4.75,Promoter,"Honestly, the organizers ran things smoothly even with a big crowd, the panel Q&A during Leadership Circle Meetup really clicked for me.",12/15/21 22:09
809,1079,4,4,4,5,4.25,Promoter,"The hands-on segment tied everything together, the gallery walk during Intro to Painting Class really clicked for me. The hands-on segment tied everything together, the watercolor session during Intro to Painting Class really clicked for me — which surprised me in a good way.",7/1/22 10:28
810,1080,5,3,4,5,4.25,Promoter,"The Python lab during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions. The data activity during Web Dev Bootcamp Night really clicked for me, there were concrete examples I can reuse at school! In my opinion, the data activity during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions!",9/7/24 12:06
811,1081,5,5,5,5,5,Promoter,"I left with actionable next steps, the mixed-media project during Intro to Painting Class really clicked for me; I'd definitely recommend this to a friend. — which surprised me in a good way. The color theory lesson during Intro to Painting Class really clicked for me, it boosted my confidence more than I expected; I left energized to keep learning. The sketch warmups during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects.",4/20/24 8:14
812,1083,4,4,4,5,4.25,Promoter,"The panel Q&A during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions; I'm curious to see how the next session improves. — next time I'd bring a friend. The hands-on segment tied everything together, the networking breakouts during Girls in STEAM Mentoring really clicked for me; It was useful overall. — especially for beginners.",10/11/23 23:19
813,1084,5,5,5,4,4.75,Passive,"I met people who want to collaborate on projects, the resume clinic during Leadership Circle Meetup really clicked for me; This pushed me to apply for a related program! There were concrete examples I can reuse at school, the mentor roundtable during Leadership Circle Meetup really clicked for me; I'd definitely recommend this to a friend. The panel Q&A during Leadership Circle Meetup really clicked for me, it boosted my confidence more than I expected; This was absolutely worth the time.",8/16/23 21:07
814,1085,5,5,4,4,4.5,Passive,"Overall, I left with actionable next steps, the watercolor session during Intro to Painting Class really clicked for me; This pushed me to apply for a related program. The pacing made complex ideas feel doable, the gallery walk during Intro to Painting Class really clicked for me! There were concrete examples I can reuse at school, the color theory lesson during Intro to Painting Class really clicked for me.",1/11/24 20:05
815,1086,4,4,4,4,4,Passive,"The networking breakouts during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; I'd attend again with a clearer agenda. Surprisingly, the goal-setting exercise during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable.",5/30/23 1:16
816,1088,5,5,4,5,4.75,Promoter,"Overall, the resume clinic during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable. The networking breakouts during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; This pushed me to apply for a related program! The pacing made complex ideas feel doable, the panel Q&A during Girls in STEAM Mentoring really clicked for me — especially for beginners!",10/22/25 3:19
817,1089,4,5,5,4,4.5,Passive,"The panel Q&A during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected; This pushed me to apply for a related program. (snacks were a plus). There were concrete examples I can reuse at school, the panel Q&A during Mentor Office Hours really clicked for me — which surprised me in a good way! It boosted my confidence more than I expected, the panel Q&A during Mentor Office Hours really clicked for me.",11/27/23 11:10
818,1090,4,2,4,3,3.25,Detractor,"The room was a bit crowded, yet the content landed, and the sketch warmups was helpful during Intro to Painting Class. Honestly, slides were dense, though the discussion helped, and the color theory lesson was helpful during Intro to Painting Class. The room was a bit crowded, yet the content landed, and the color theory lesson was helpful during Intro to Painting Class. I might recommend it depending on the topic. (wish there had been more time).",12/16/21 11:29
819,1091,4,4,5,4,4.25,Passive,"I met people who want to collaborate on projects, the Python lab during Web Dev Bootcamp Night really clicked for me; I'm curious to see how the next session improves. The coding challenges during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps; I'd attend again with a clearer agenda. If I'm being honest, the mentors were down-to-earth and answered real questions, the coding challenges during Web Dev Bootcamp Night really clicked for me (wish there had been more time)!",12/15/23 23:07
820,1092,5,4,5,5,4.75,Promoter,"I met people who want to collaborate on projects, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I left energized to keep learning. The pacing made complex ideas feel doable, the panel Q&A during Girls in STEAM Mentoring really clicked for me. The pacing made complex ideas feel doable, the networking breakouts during Girls in STEAM Mentoring really clicked for me. The resume clinic during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd.",9/28/22 18:23
821,1093,4,5,4,4,4.25,Passive,"The organizers ran things smoothly even with a big crowd, the Python lab during Robotics Lab Saturday really clicked for me. The robot build during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school! The robot build during Robotics Lab Saturday really clicked for me, the hands-on segment tied everything together.",5/11/25 22:00
822,1094,5,4,4,3,4,Detractor,"The sketch warmups during Monthly Art Studio Workshop really clicked for me, it boosted my confidence more than I expected — especially for beginners! Honestly, the color theory lesson during Monthly Art Studio Workshop really clicked for me, there were concrete examples I can reuse at school — next time I'd bring a friend. The mentors were down-to-earth and answered real questions, the sketch warmups during Monthly Art Studio Workshop really clicked for me; It was useful overall.",6/16/24 19:01
823,1097,5,4,4,4,4.25,Passive,"In my opinion, the sketch warmups during Monthly Art Studio Workshop really clicked for me, there were concrete examples I can reuse at school; It was useful overall. By the end, there were concrete examples I can reuse at school, the sketch warmups during Monthly Art Studio Workshop really clicked for me; I'd attend again with a clearer agenda. The gallery walk during Monthly Art Studio Workshop really clicked for me, there were concrete examples I can reuse at school.",9/15/23 23:15
824,1098,5,4,4,5,4.5,Promoter,"The mentor roundtable during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school; This was absolutely worth the time. The hands-on segment tied everything together, the resume clinic during Girls in STEAM Mentoring really clicked for me; I left energized to keep learning.",10/22/24 14:12
825,1099,4,5,4,4,4.25,Passive,"The mentors were down-to-earth and answered real questions, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; I might recommend it depending on the topic. Surprisingly, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected — which surprised me in a good way.",4/24/25 3:25
826,1100,4,4,5,4,4.25,Passive,"If I'm being honest, the mixed-media project during Monthly Art Studio Workshop really clicked for me, it boosted my confidence more than I expected. In my opinion, the gallery walk during Monthly Art Studio Workshop really clicked for me, the hands-on segment tied everything together; I'm curious to see how the next session improves. It boosted my confidence more than I expected, the watercolor session during Monthly Art Studio Workshop really clicked for me; I'd attend again with a clearer agenda!",5/17/22 1:08
827,1101,4,5,5,4,4.5,Passive,"It boosted my confidence more than I expected, the networking breakouts during Mentor Office Hours really clicked for me; This pushed me to apply for a related program. From my perspective, the organizers ran things smoothly even with a big crowd, the networking breakouts during Mentor Office Hours really clicked for me (wish there had been more time). The panel Q&A during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; I'd come again and bring a classmate next time.",7/25/22 17:22
828,1102,4,5,4,5,4.5,Promoter,"The pacing made complex ideas feel doable, the mentor roundtable during Mentor Office Hours really clicked for me. In my opinion, I left with actionable next steps, the networking breakouts during Mentor Office Hours really clicked for me; I left energized to keep learning. Overall, I met people who want to collaborate on projects, the mentor roundtable during Mentor Office Hours really clicked for me — especially for beginners.",9/4/23 11:03
829,1103,4,5,4,4,4.25,Passive,"The Arduino demo during Robotics Lab Saturday really clicked for me, the hands-on segment tied everything together. The web dev sprint during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable — especially for beginners! The pacing made complex ideas feel doable, the coding challenges during Robotics Lab Saturday really clicked for me.",4/15/23 18:24
830,1104,5,4,5,4,4.5,Passive,"Honestly, it boosted my confidence more than I expected, the networking breakouts during Mentor Office Hours really clicked for me; I left energized to keep learning. If I'm being honest, the mentor roundtable during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects (wish there had been more time)!",3/10/24 22:20
